store_id,sku_uid,trailing_demand_rate,days_of_cover,protection_days,service_level,recommended_cover_days,recommended_reorder_point,textbook_reorder_point,expected_demand_over_lead,safety_stock
MUS01,29_1133_BROWN_39,1.2857142857142858,31.888888888888886,5.931840648477659,0.95,3.33,5,13,7.63,-2.63
PUS01,21_1077_BLUE-NAVY_40,0.5714285714285714,22.75,5.931840648477659,0.95,7.77,5,7,3.39,1.61
PUS01,22_1084_NAVY_38,0.9464285714285714,19.0188679245283,5.931840648477659,0.95,5.27,5,10,5.61,-0.61
BHS01,33_1161_BLUE-NAVY_41,0.6071428571428571,23.058823529411768,5.931840648477659,0.95,6.76,5,7,3.6,1.4
BHS01,23_1091_BROWN_39,0.8035714285714286,19.91111111111111,5.931840648477659,0.95,6.02,5,9,4.77,0.23
BHS01,28_1126_BLUE-NAVY_42,0.5892857142857143,13.575757575757576,5.931840648477659,0.95,7.8,5,7,3.5,1.5
BHS01,25_1105_BROWN_40,0.625,25.6,5.931840648477659,0.95,6.56,5,7,3.71,1.29
BHS01,25_1105_BROWN_41,0.875,25.142857142857142,5.931840648477659,0.95,5.11,5,9,5.19,-0.19
MUS01,24_1098_WHITE_39,1.3928571428571428,22.974358974358974,5.931840648477659,0.95,3.48,5,13,8.26,-3.26
HYS01,11_1007_BLACK_39,0.8392857142857143,21.4468085106383,5.931840648477659,0.95,4.84,5,9,4.98,0.02
HYS01,11_1007_BLACK_41,1.0892857142857142,22.032786885245905,5.931840648477659,0.95,3.77,5,11,6.46,-1.46
HYS01,12_1014_BROWN_37,1.4107142857142858,26.22784810126582,5.931840648477659,0.95,2.86,5,14,8.37,-3.37
PUS01,28_1126_ROSE-GOLD_38,1.0892857142857142,22.95081967213115,5.931840648477659,0.95,3.92,5,11,6.46,-1.46
HYS01,13_1021_BROWN_42,0.6964285714285714,17.23076923076923,5.931840648477659,0.95,6.48,5,8,4.13,0.87
PUS01,25_1105_BLACK_41,0.8571428571428571,19.833333333333336,5.931840648477659,0.95,5.5,5,9,5.08,-0.08
PUS01,25_1105_BROWN_39,0.9642857142857143,22.814814814814813,5.931840648477659,0.95,4.37,5,10,5.72,-0.72
COS01,23_1091_BLUE-NAVY_40,1.0178571428571428,21.614035087719298,5.931840648477659,0.95,4.0,5,11,6.04,-1.04
COS01,18_1056_GREY_40,1.3928571428571428,28.71794871794872,5.931840648477659,0.95,3.49,5,13,8.26,-3.26
CHS01,12_1014_ANTIC-GOLD_43,1.0892857142857142,17.442622950819672,5.931840648477659,0.95,4.2,5,11,6.46,-1.46
CHS01,10_1000_BROWN_41,1.2142857142857142,20.58823529411765,5.931840648477659,0.95,4.04,5,12,7.2,-2.2
HYS01,13_1021_WHITE_39,1.0357142857142858,21.241379310344826,5.931840648477659,0.95,4.01,5,11,6.14,-1.14
HYS01,14_1028_ROSE-GOLD_38,0.8392857142857143,17.872340425531913,5.931840648477659,0.95,5.48,5,9,4.98,0.02
HYS01,14_1028_ROSE-GOLD_40,0.6607142857142857,25.72972972972973,5.931840648477659,0.95,6.19,5,8,3.92,1.08
PUS01,27_1119_WHITE_38,1.0178571428571428,20.63157894736842,5.931840648477659,0.95,4.41,5,11,6.04,-1.04
PUS01,27_1119_WHITE_39,1.0357142857142858,27.999999999999996,5.931840648477659,0.95,4.26,5,11,6.14,-1.14
PUS01,27_1119_WHITE_41,1.125,23.11111111111111,5.931840648477659,0.95,4.3,5,11,6.67,-1.67
HYS01,16_1042_TAN_39,1.0357142857142858,24.137931034482758,5.931840648477659,0.95,4.03,5,11,6.14,-1.14
BHS01,22_1084_NAVY_42,0.3392857142857143,32.421052631578945,5.931840648477659,0.95,12.3,5,5,2.01,2.99
BHS01,21_1077_BLUE-NAVY_40,0.5892857142857143,20.363636363636363,5.931840648477659,0.95,7.6,5,7,3.5,1.5
BHS01,21_1077_BLUE-NAVY_41,0.7142857142857143,23.8,5.931840648477659,0.95,6.25,5,8,4.24,0.76
BHS01,21_1077_BLUE-NAVY_43,0.7321428571428571,17.75609756097561,5.931840648477659,0.95,6.05,5,8,4.34,0.66
HYS01,17_1049_BLACK_40,0.9821428571428571,29.527272727272727,5.931840648477659,0.95,4.33,5,10,5.83,-0.83
HYS01,14_1028_WHITE_40,1.25,27.2,5.931840648477659,0.95,3.67,5,12,7.41,-2.41
HYS01,14_1028_WHITE_42,1.0178571428571428,19.649122807017545,5.931840648477659,0.95,4.53,5,11,6.04,-1.04
HYS01,16_1042_TAN_38,1.1607142857142858,23.26153846153846,5.931840648477659,0.95,4.1,5,12,6.89,-1.89
CHS01,11_1007_TAN_39,1.2321428571428572,25.15942028985507,5.931840648477659,0.95,3.6,5,12,7.31,-2.31
CHS01,11_1007_TAN_40,0.9821428571428571,20.363636363636363,5.931840648477659,0.95,4.21,5,10,5.83,-0.83
HYS01,17_1049_MAROON_40,1.3928571428571428,28.71794871794872,5.931840648477659,0.95,3.35,5,13,8.26,-3.26
BHS01,18_1056_GREY_42,0.6607142857142857,21.18918918918919,5.931840648477659,0.95,6.95,5,8,3.92,1.08
BHS01,20_1070_ANTIC-GOLD_41,0.7678571428571429,15.627906976744185,5.931840648477659,0.95,5.94,5,9,4.55,0.45
MUS01,21_1077_BLUE-NAVY_40,0.9464285714285714,20.07547169811321,5.931840648477659,0.95,5.21,5,10,5.61,-0.61
MUS01,21_1077_MAROON_39,1.1785714285714286,28.848484848484848,5.931840648477659,0.95,3.4,5,12,6.99,-1.99
MUS01,21_1077_MAROON_40,1.0892857142857142,21.114754098360656,5.931840648477659,0.95,3.72,5,11,6.46,-1.46
MUS01,21_1077_MAROON_42,0.9285714285714286,16.153846153846153,5.931840648477659,0.95,4.96,5,10,5.51,-0.51
PUS01,28_1126_TAN_39,1.1964285714285714,32.59701492537314,5.931840648477659,0.95,3.47,5,12,7.1,-2.1
PUS01,28_1126_TAN_43,0.9821428571428571,21.381818181818183,5.931840648477659,0.95,4.55,5,10,5.83,-0.83
BHS01,16_1042_TAN_39,0.6964285714285714,21.53846153846154,5.931840648477659,0.95,5.99,5,8,4.13,0.87
BHS01,17_1049_BROWN_40,0.75,21.333333333333332,5.931840648477659,0.95,5.63,5,8,4.45,0.55
HYS01,20_1070_ANTIC-GOLD_41,1.1785714285714286,26.3030303030303,5.931840648477659,0.95,3.5,5,12,6.99,-1.99
PUS01,10_1000_BROWN_41,1.3214285714285714,26.486486486486488,5.931840648477659,0.95,3.09,5,13,7.84,-2.84
COS01,17_1049_BROWN_39,0.9642857142857143,19.703703703703702,5.931840648477659,0.95,4.62,5,10,5.72,-0.72
COS01,17_1049_BROWN_41,0.9464285714285714,27.471698113207548,5.931840648477659,0.95,4.32,5,10,5.61,-0.61
PUS01,18_1056_GREY_42,0.9107142857142857,30.745098039215687,5.931840648477659,0.95,4.49,5,10,5.4,-0.4
PUS01,18_1056_GREY_43,1.0,22.0,5.931840648477659,0.95,4.34,5,10,5.93,-0.93
HYS01,23_1091_BLACK_39,1.1964285714285714,20.895522388059703,5.931840648477659,0.95,4.04,5,12,7.1,-2.1
HYS01,23_1091_BLACK_40,1.0178571428571428,18.666666666666668,5.931840648477659,0.95,4.73,5,11,6.04,-1.04
HYS01,21_1077_BLUE-NAVY_40,1.1607142857142858,31.876923076923074,5.931840648477659,0.95,3.69,5,12,6.89,-1.89
HYS01,21_1077_MAROON_42,1.2678571428571428,25.23943661971831,5.931840648477659,0.95,3.44,5,13,7.52,-2.52
MUS01,17_1049_MAROON_41,1.0178571428571428,30.456140350877195,5.931840648477659,0.95,4.32,5,11,6.04,-1.04
MUS01,18_1056_ANTIC-GOLD_41,1.0178571428571428,29.47368421052632,5.931840648477659,0.95,4.74,5,11,6.04,-1.04
MUS01,18_1056_BLACK_38,1.0892857142857142,24.78688524590164,5.931840648477659,0.95,3.83,5,11,6.46,-1.46
PUS01,31_1147_MAROON_41,1.1607142857142858,19.815384615384612,5.931840648477659,0.95,3.86,5,12,6.89,-1.89
BHS01,14_1028_ROSE-GOLD_42,0.6428571428571429,26.444444444444443,5.931840648477659,0.95,6.89,5,8,3.81,1.19
BHS01,12_1014_ANTIC-GOLD_37,0.875,20.571428571428573,5.931840648477659,0.95,4.68,5,9,5.19,-0.19
BHS01,14_1028_WHITE_39,0.6428571428571429,20.22222222222222,5.931840648477659,0.95,7.44,5,8,3.81,1.19
COS01,17_1049_MAROON_42,0.7142857142857143,19.599999999999998,5.931840648477659,0.95,6.01,5,8,4.24,0.76
PUS01,10_1000_ROSE-GOLD_41,1.0178571428571428,19.649122807017545,5.931840648477659,0.95,4.84,5,11,6.04,-1.04
PUS01,11_1007_BLACK_40,1.2857142857142858,21.777777777777775,5.931840648477659,0.95,3.84,5,13,7.63,-2.63
COS01,16_1042_ANTIC-GOLD_40,0.8928571428571429,24.639999999999997,5.931840648477659,0.95,4.83,5,10,5.3,-0.3
BHS01,10_1000_BROWN_41,0.9821428571428571,23.418181818181818,5.931840648477659,0.95,4.74,5,10,5.83,-0.83
HYS01,23_1091_BROWN_40,0.875,19.428571428571427,5.931840648477659,0.95,5.1,5,9,5.19,-0.19
HYS01,23_1091_BROWN_41,0.625,14.4,5.931840648477659,0.95,6.98,5,7,3.71,1.29
HYS01,23_1091_BROWN_42,0.7857142857142857,15.272727272727273,5.931840648477659,0.95,6.34,5,9,4.66,0.34
BHS01,12_1014_ROSE-GOLD_37,0.8035714285714286,17.42222222222222,5.931840648477659,0.95,5.86,5,9,4.77,0.23
BES01,33_1161_ROSE-GOLD_42,0.32142857142857145,24.888888888888886,5.931840648477659,0.95,12.63,5,5,1.91,3.09
BES01,33_1161_ROSE-GOLD_43,0.42857142857142855,16.333333333333336,5.931840648477659,0.95,10.07,5,6,2.54,2.46
BES01,32_1154_MAROON_41,0.42857142857142855,16.333333333333336,5.931840648477659,0.95,10.78,5,6,2.54,2.46
BES01,31_1147_MAROON_39,0.42857142857142855,30.333333333333336,5.931840648477659,0.95,10.72,5,6,2.54,2.46
BES01,31_1147_MAROON_43,0.375,16.0,5.931840648477659,0.95,12.99,5,5,2.22,2.78
BES01,28_1126_TAN_38,0.9107142857142857,24.15686274509804,5.931840648477659,0.95,4.62,5,10,5.4,-0.4
BES01,27_1119_ANTIC-GOLD_37,0.30357142857142855,23.058823529411768,5.931840648477659,0.95,15.44,5,5,1.8,3.2
BES01,31_1147_ANTIC-GOLD_37,0.35714285714285715,28.0,5.931840648477659,0.95,12.71,5,5,2.12,2.88
CHS01,16_1042_TAN_41,0.9464285714285714,22.18867924528302,5.931840648477659,0.95,5.16,5,10,5.61,-0.61
COS01,14_1028_WHITE_39,0.625,20.8,5.931840648477659,0.95,6.68,5,7,3.71,1.29
PUS01,11_1007_TAN_40,1.0714285714285714,16.8,5.931840648477659,0.95,4.45,5,11,6.36,-1.36
MUS01,14_1028_WHITE_42,1.3392857142857142,25.386666666666667,5.931840648477659,0.95,3.26,5,13,7.94,-2.94
MUS01,16_1042_ANTIC-GOLD_41,0.9107142857142857,17.568627450980394,5.931840648477659,0.95,5.4,5,10,5.4,-0.4
BES01,24_1098_WHITE_40,0.7857142857142857,30.545454545454547,5.931840648477659,0.95,5.15,5,9,4.66,0.34
BES01,26_1112_WHITE_40,1.3214285714285714,26.486486486486488,5.931840648477659,0.95,3.72,5,13,7.84,-2.84
INS01,12_1014_ROSE-GOLD_38,1.1964285714285714,23.402985074626866,5.931840648477659,0.95,3.99,5,12,7.1,-2.1
SUS01,14_1028_ROSE-GOLD_42,1.1428571428571428,24.5,5.931840648477659,0.95,4.11,5,12,6.78,-1.78
SUS01,14_1028_WHITE_39,0.6964285714285714,17.23076923076923,5.931840648477659,0.95,5.94,5,8,4.13,0.87
BES01,23_1091_BLUE-NAVY_40,0.6785714285714286,23.57894736842105,5.931840648477659,0.95,6.47,5,8,4.03,0.97
BES01,23_1091_BROWN_38,0.5892857142857143,23.757575757575758,5.931840648477659,0.95,7.13,5,7,3.5,1.5
BES01,23_1091_BROWN_40,0.9464285714285714,25.358490566037737,5.931840648477659,0.95,4.83,5,10,5.61,-0.61
BES01,22_1084_NAVY_39,1.1785714285714286,24.606060606060606,5.931840648477659,0.95,3.78,5,12,6.99,-1.99
INS01,14_1028_NAVY_41,1.1785714285714286,22.90909090909091,5.931840648477659,0.95,3.98,5,12,6.99,-1.99
INS01,14_1028_ROSE-GOLD_42,0.75,20.0,5.931840648477659,0.95,5.47,5,8,4.45,0.55
INS01,14_1028_WHITE_39,0.6964285714285714,17.23076923076923,5.931840648477659,0.95,5.94,5,8,4.13,0.87
MUS01,14_1028_ROSE-GOLD_37,0.23214285714285715,34.46153846153846,5.931840648477659,0.95,18.36,5,4,1.38,3.62
INS01,16_1042_ANTIC-GOLD_41,0.9821428571428571,22.400000000000002,5.931840648477659,0.95,4.09,5,10,5.83,-0.83
INS01,16_1042_BLUE-NAVY_41,0.8214285714285714,18.26086956521739,5.931840648477659,0.95,4.89,5,9,4.87,0.13
MUS01,10_1000_ROSE-GOLD_40,1.0892857142857142,19.278688524590166,5.931840648477659,0.95,4.21,5,11,6.46,-1.46
MUS01,10_1000_ROSE-GOLD_41,0.9821428571428571,24.436363636363637,5.931840648477659,0.95,4.2,5,10,5.83,-0.83
SUS01,16_1042_TAN_39,0.9464285714285714,17.962264150943398,5.931840648477659,0.95,4.45,5,10,5.61,-0.61
MAS01,28_1126_BLUE-NAVY_40,0.5714285714285714,8.75,5.931840648477659,0.95,8.48,5,7,3.39,1.61
MAS01,28_1126_BLUE-NAVY_41,0.9821428571428571,18.327272727272728,5.931840648477659,0.95,4.38,5,10,5.83,-0.83
MAS01,28_1126_TAN_41,0.6607142857142857,18.16216216216216,5.931840648477659,0.95,6.83,5,8,3.92,1.08
BES01,16_1042_ANTIC-GOLD_41,0.625,32.0,5.931840648477659,0.95,6.89,5,7,3.71,1.29
INS01,18_1056_ANTIC-GOLD_38,0.8571428571428571,22.166666666666668,5.931840648477659,0.95,5.32,5,9,5.08,-0.08
MAS01,31_1147_ANTIC-GOLD_40,0.3392857142857143,23.57894736842105,5.931840648477659,0.95,14.63,5,5,2.01,2.99
CHS01,18_1056_ANTIC-GOLD_41,0.75,25.333333333333332,5.931840648477659,0.95,6.15,5,8,4.45,0.55
CHS01,18_1056_ANTIC-GOLD_43,1.1428571428571428,25.375,5.931840648477659,0.95,4.12,5,12,6.78,-1.78
CHS01,21_1077_BLUE-NAVY_40,0.6785714285714286,20.63157894736842,5.931840648477659,0.95,6.04,5,8,4.03,0.97
CHS01,21_1077_BLUE-NAVY_41,0.9285714285714286,21.538461538461537,5.931840648477659,0.95,5.12,5,10,5.51,-0.51
CHS01,21_1077_BLUE-NAVY_44,0.17857142857142858,28.0,5.931840648477659,0.95,23.39,5,3,1.06,3.94
CHS01,18_1056_BLACK_43,1.125,21.333333333333332,5.931840648477659,0.95,4.36,5,11,6.67,-1.67
COS01,14_1028_WHITE_38,0.6964285714285714,15.794871794871796,5.931840648477659,0.95,5.92,5,8,4.13,0.87
BES01,13_1021_BROWN_40,0.5714285714285714,28.0,5.931840648477659,0.95,7.94,5,7,3.39,1.61
BES01,13_1021_BROWN_42,0.9107142857142857,19.764705882352942,5.931840648477659,0.95,5.4,5,10,5.4,-0.4
BES01,16_1042_TAN_41,0.7857142857142857,29.272727272727273,5.931840648477659,0.95,6.2,5,9,4.66,0.34
BES01,16_1042_TAN_43,0.32142857142857145,27.999999999999996,5.931840648477659,0.95,13.77,5,5,1.91,3.09
SUS01,16_1042_TAN_41,0.8392857142857143,17.872340425531913,5.931840648477659,0.95,5.44,5,9,4.98,0.02
SUS01,17_1049_BLACK_40,1.0,27.0,5.931840648477659,0.95,4.09,5,10,5.93,-0.93
SUS01,17_1049_BLACK_41,0.9107142857142857,23.058823529411764,5.931840648477659,0.95,4.86,5,10,5.4,-0.4
BES01,14_1028_ROSE-GOLD_38,0.8214285714285714,20.695652173913043,5.931840648477659,0.95,5.01,5,9,4.87,0.13
BES01,14_1028_ROSE-GOLD_42,0.7142857142857143,28.0,5.931840648477659,0.95,6.89,5,8,4.24,0.76
INS01,18_1056_GREY_41,0.7857142857142857,15.272727272727273,5.931840648477659,0.95,5.85,5,9,4.66,0.34
INS01,18_1056_ANTIC-GOLD_42,0.75,20.0,5.931840648477659,0.95,5.58,5,8,4.45,0.55
BES01,14_1028_ROSE-GOLD_37,0.26785714285714285,26.133333333333333,5.931840648477659,0.95,15.78,5,4,1.59,3.41
COS01,13_1021_BROWN_39,0.7678571428571429,26.046511627906977,5.931840648477659,0.95,5.78,5,9,4.55,0.45
COS01,13_1021_BROWN_41,0.6964285714285714,28.71794871794872,5.931840648477659,0.95,6.16,5,8,4.13,0.87
PUS01,17_1049_BROWN_42,1.0178571428571428,21.614035087719298,5.931840648477659,0.95,4.06,5,11,6.04,-1.04
CHS01,19_1063_MAROON_41,1.1785714285714286,22.90909090909091,5.931840648477659,0.95,4.06,5,12,6.99,-1.99
BES01,12_1014_ROSE-GOLD_44,0.9821428571428571,20.363636363636363,5.931840648477659,0.95,4.45,5,10,5.83,-0.83
MAS01,18_1056_ANTIC-GOLD_40,0.7142857142857143,23.8,5.931840648477659,0.95,6.13,5,8,4.24,0.76
MAS01,18_1056_BLACK_38,0.7321428571428571,15.02439024390244,5.931840648477659,0.95,5.5,5,8,4.34,0.66
MAS01,18_1056_BLACK_41,0.5178571428571429,19.310344827586206,5.931840648477659,0.95,7.97,5,6,3.07,1.93
BES01,11_1007_TAN_41,0.75,18.666666666666668,5.931840648477659,0.95,5.34,5,8,4.45,0.55
AHS01,33_1161_BLUE-NAVY_38,0.5178571428571429,27.034482758620687,5.931840648477659,0.95,8.08,5,6,3.07,1.93
AHS01,33_1161_BLUE-NAVY_42,0.7857142857142857,25.454545454545457,5.931840648477659,0.95,5.32,5,9,4.66,0.34
INS01,25_1105_MAROON_41,0.7142857142857143,22.4,5.931840648477659,0.95,6.27,5,8,4.24,0.76
CHS01,23_1091_BLACK_40,0.8214285714285714,15.82608695652174,5.931840648477659,0.95,5.67,5,9,4.87,0.13
PUS01,17_1049_BLACK_40,0.9642857142857143,24.88888888888889,5.931840648477659,0.95,4.78,5,10,5.72,-0.72
PUS01,17_1049_BLACK_41,1.25,27.2,5.931840648477659,0.95,3.61,5,12,7.41,-2.41
COS01,12_1014_ROSE-GOLD_38,0.8035714285714286,24.88888888888889,5.931840648477659,0.95,5.39,5,9,4.77,0.23
INS01,29_1133_BROWN_39,1.6071428571428572,28.62222222222222,5.931840648477659,0.95,3.08,5,15,9.53,-4.53
INS01,29_1133_BROWN_42,1.1785714285714286,28.848484848484848,5.931840648477659,0.95,3.74,5,12,6.99,-1.99
INS01,31_1147_ANTIC-GOLD_42,0.75,13.333333333333334,5.931840648477659,0.95,6.23,5,8,4.45,0.55
INS01,27_1119_ANTIC-GOLD_42,1.1964285714285714,23.402985074626866,5.931840648477659,0.95,4.13,5,12,7.1,-2.1
AHS01,33_1161_ROSE-GOLD_41,0.42857142857142855,25.666666666666668,5.931840648477659,0.95,10.0,5,6,2.54,2.46
AHS01,31_1147_WHITE_38,0.8571428571428571,18.666666666666668,5.931840648477659,0.95,4.9,5,9,5.08,-0.08
AHS01,31_1147_WHITE_41,1.1071428571428572,25.29032258064516,5.931840648477659,0.95,4.5,5,11,6.57,-1.57
MAS01,12_1014_BROWN_39,0.6071428571428571,26.35294117647059,5.931840648477659,0.95,6.79,5,7,3.6,1.4
AHS01,27_1119_ANTIC-GOLD_44,0.6428571428571429,23.333333333333332,5.931840648477659,0.95,6.9,5,8,3.81,1.19
AHS01,31_1147_MAROON_43,0.39285714285714285,20.363636363636363,5.931840648477659,0.95,10.63,5,5,2.33,2.67
SUS01,24_1098_WHITE_39,0.75,17.333333333333332,5.931840648477659,0.95,5.66,5,8,4.45,0.55
COS01,11_1007_BLACK_39,0.875,22.857142857142858,5.931840648477659,0.95,4.67,5,9,5.19,-0.19
COS01,12_1014_ANTIC-GOLD_38,1.0357142857142858,21.241379310344826,5.931840648477659,0.95,4.11,5,11,6.14,-1.14
CHS01,23_1091_BROWN_39,1.0892857142857142,23.868852459016395,5.931840648477659,0.95,4.01,5,11,6.46,-1.46
CHS01,23_1091_BROWN_41,1.0535714285714286,22.779661016949152,5.931840648477659,0.95,4.3,5,11,6.25,-1.25
CHS01,24_1098_MAROON_40,0.9107142857142857,25.254901960784313,5.931840648477659,0.95,4.48,5,10,5.4,-0.4
PUS01,13_1021_BROWN_40,0.9285714285714286,21.538461538461537,5.931840648477659,0.95,4.78,5,10,5.51,-0.51
PUS01,13_1021_BROWN_43,0.9285714285714286,15.076923076923077,5.931840648477659,0.95,4.88,5,10,5.51,-0.51
PUS01,14_1028_NAVY_39,1.4107142857142858,30.481012658227847,5.931840648477659,0.95,2.96,5,14,8.37,-3.37
MAS01,12_1014_ANTIC-GOLD_42,1.4464285714285714,24.88888888888889,5.931840648477659,0.95,2.97,5,14,8.58,-3.58
KOS01,13_1021_BROWN_39,0.8214285714285714,30.434782608695652,5.931840648477659,0.95,5.07,5,9,4.87,0.13
AHS01,29_1133_BROWN_43,0.48214285714285715,29.037037037037038,5.931840648477659,0.95,9.34,5,6,2.86,2.14
AHS01,27_1119_WHITE_43,0.42857142857142855,23.333333333333336,5.931840648477659,0.95,10.9,5,6,2.54,2.46
AHS01,25_1105_BROWN_38,0.42857142857142855,25.666666666666668,5.931840648477659,0.95,9.34,5,6,2.54,2.46
KOS01,31_1147_WHITE_41,0.9464285714285714,22.18867924528302,5.931840648477659,0.95,4.28,5,10,5.61,-0.61
KOS01,16_1042_ANTIC-GOLD_39,0.9642857142857143,21.77777777777778,5.931840648477659,0.95,4.35,5,10,5.72,-0.72
KOS01,33_1161_BLUE-NAVY_39,0.9821428571428571,20.363636363636363,5.931840648477659,0.95,5.08,5,10,5.83,-0.83
PUS01,17_1049_BLACK_38,1.3214285714285714,22.7027027027027,5.931840648477659,0.95,3.47,5,13,7.84,-2.84
CHS01,25_1105_BROWN_39,0.875,19.428571428571427,5.931840648477659,0.95,5.31,5,9,5.19,-0.19
CHS01,25_1105_BROWN_42,0.8392857142857143,19.06382978723404,5.931840648477659,0.95,5.24,5,9,4.98,0.02
PUS01,14_1028_ROSE-GOLD_38,1.0357142857142858,21.241379310344826,5.931840648477659,0.95,4.31,5,11,6.14,-1.14
SUS01,25_1105_BROWN_39,0.9285714285714286,17.23076923076923,5.931840648477659,0.95,4.93,5,10,5.51,-0.51
AHS01,20_1070_ANTIC-GOLD_40,0.4107142857142857,29.217391304347828,5.931840648477659,0.95,10.03,5,6,2.44,2.56
KOS01,16_1042_TAN_38,0.5714285714285714,15.75,5.931840648477659,0.95,7.29,5,7,3.39,1.61
KOS01,16_1042_TAN_39,0.5357142857142857,22.400000000000002,5.931840648477659,0.95,7.86,5,7,3.18,1.82
KOS01,16_1042_TAN_41,0.6428571428571429,20.22222222222222,5.931840648477659,0.95,6.74,5,8,3.81,1.19
KOS01,17_1049_BLACK_38,0.21428571428571427,28.0,5.931840648477659,0.95,19.34,5,4,1.27,3.73
KOS01,31_1147_ANTIC-GOLD_42,0.5178571428571429,38.62068965517241,5.931840648477659,0.95,8.17,5,6,3.07,1.93
AHS01,18_1056_ANTIC-GOLD_43,0.6964285714285714,14.35897435897436,5.931840648477659,0.95,6.79,5,8,4.13,0.87
AHS01,18_1056_ANTIC-GOLD_44,0.5,26.0,5.931840648477659,0.95,9.79,5,6,2.97,2.03
AHS01,18_1056_GREY_38,0.6964285714285714,18.666666666666668,5.931840648477659,0.95,6.07,5,8,4.13,0.87
KOS01,17_1049_BLACK_40,0.8392857142857143,30.97872340425532,5.931840648477659,0.95,4.88,5,9,4.98,0.02
KOS01,17_1049_BLACK_43,0.5892857142857143,28.848484848484848,5.931840648477659,0.95,7.93,5,7,3.5,1.5
KOS01,17_1049_BROWN_41,1.0178571428571428,22.596491228070178,5.931840648477659,0.95,4.83,5,11,6.04,-1.04
PUS01,14_1028_ROSE-GOLD_41,1.0,26.0,5.931840648477659,0.95,4.61,5,10,5.93,-0.93
CHS01,28_1126_ROSE-GOLD_38,1.1964285714285714,23.402985074626866,5.931840648477659,0.95,3.95,5,12,7.1,-2.1
CHS01,26_1112_WHITE_42,0.9107142857142857,19.764705882352942,5.931840648477659,0.95,4.8,5,10,5.4,-0.4
CHS01,27_1119_ANTIC-GOLD_42,1.1428571428571428,27.125,5.931840648477659,0.95,4.34,5,12,6.78,-1.78
CHS01,30_1140_WHITE_39,0.875,19.428571428571427,5.931840648477659,0.95,4.63,5,9,5.19,-0.19
AHS01,16_1042_TAN_38,0.9285714285714286,17.23076923076923,5.931840648477659,0.95,5.16,5,10,5.51,-0.51
AHS01,16_1042_TAN_42,0.2857142857142857,56.0,5.931840648477659,0.95,16.74,5,4,1.69,3.31
AHS01,17_1049_BLACK_42,1.3571428571428572,27.263157894736842,5.931840648477659,0.95,3.0,5,13,8.05,-3.05
KOS01,20_1070_ANTIC-GOLD_40,0.48214285714285715,10.37037037037037,5.931840648477659,0.95,9.42,5,6,2.86,2.14
KOS01,21_1077_BLUE-NAVY_40,0.625,19.2,5.931840648477659,0.95,6.98,5,7,3.71,1.29
KOS01,21_1077_MAROON_38,0.4107142857142857,31.65217391304348,5.931840648477659,0.95,11.55,5,6,2.44,2.56
KOS01,21_1077_MAROON_39,0.6071428571428571,16.47058823529412,5.931840648477659,0.95,7.11,5,7,3.6,1.4
SUS01,26_1112_WHITE_39,0.9285714285714286,25.846153846153847,5.931840648477659,0.95,4.81,5,10,5.51,-0.51
SUS01,26_1112_WHITE_41,1.3214285714285714,28.0,5.931840648477659,0.95,3.46,5,13,7.84,-2.84
SUS01,26_1112_WHITE_42,1.2857142857142858,23.333333333333332,5.931840648477659,0.95,3.3,5,13,7.63,-2.63
SUS01,27_1119_WHITE_38,0.9107142857142857,17.568627450980394,5.931840648477659,0.95,4.69,5,10,5.4,-0.4
KOS01,28_1126_BLUE-NAVY_40,0.75,22.666666666666668,5.931840648477659,0.95,5.41,5,8,4.45,0.55
KOS01,28_1126_ROSE-GOLD_37,0.3392857142857143,29.473684210526315,5.931840648477659,0.95,13.16,5,5,2.01,2.99
AHS01,14_1028_NAVY_39,0.8928571428571429,28.0,5.931840648477659,0.95,5.09,5,10,5.3,-0.3
SUS01,31_1147_ANTIC-GOLD_39,1.2321428571428572,22.724637681159418,5.931840648477659,0.95,3.94,5,12,7.31,-2.31
CHS01,28_1126_TAN_38,1.0357142857142858,24.137931034482758,5.931840648477659,0.95,4.43,5,11,6.14,-1.14
CHS01,27_1119_WHITE_39,1.1428571428571428,32.375,5.931840648477659,0.95,3.91,5,12,6.78,-1.78
CHS01,27_1119_WHITE_42,0.8571428571428571,21.0,5.931840648477659,0.95,5.57,5,9,5.08,-0.08
CHS01,28_1126_BLUE-NAVY_40,0.9821428571428571,20.363636363636363,5.931840648477659,0.95,4.93,5,10,5.83,-0.83
AHS01,10_1000_ROSE-GOLD_42,0.6607142857142857,34.810810810810814,5.931840648477659,0.95,6.72,5,8,3.92,1.08
AHS01,10_1000_WHITE_38,0.39285714285714285,20.363636363636363,5.931840648477659,0.95,12.38,5,5,2.33,2.67
CHS01,28_1126_BLUE-NAVY_42,0.9642857142857143,21.77777777777778,5.931840648477659,0.95,4.05,4,10,5.72,-1.72
AHS01,10_1000_WHITE_43,0.35714285714285715,22.4,5.931840648477659,0.95,8.63,4,5,2.12,1.88
SUS01,33_1161_BLUE-NAVY_40,0.5714285714285714,19.25,5.931840648477659,0.95,6.28,4,7,3.39,0.61
AHS01,10_1000_ROSE-GOLD_44,0.42857142857142855,18.666666666666668,5.931840648477659,0.95,9.22,4,6,2.54,1.46
KOS01,28_1126_BLUE-NAVY_38,0.35714285714285715,14.0,5.931840648477659,0.95,8.49,4,5,2.12,1.88
