store_id,sku_uid,trailing_demand_rate,protection_days,service_level,dispersion_k,expected_demand_over_lead,recommended_reorder_point,textbook_reorder_point,safety_stock,recommended_cover_days
HYS01,33_1161_ROSE-GOLD_40,1.0,7.98,0.95,1.582,7.98,22,13,14.02,22.0
HYS01,14_1028_WHITE_42,1.0178571428571428,7.98,0.95,1.582,8.12,22,13,13.88,21.61
AHS01,16_1042_TAN_41,1.0,7.98,0.95,1.582,7.98,22,13,14.02,22.0
MUS01,21_1077_BLUE-NAVY_42,1.0178571428571428,7.98,0.95,1.582,8.12,22,13,13.88,21.61
SUS01,33_1161_ROSE-GOLD_41,1.0,7.98,0.95,1.582,7.98,22,13,14.02,22.0
AHS01,14_1028_WHITE_41,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
BHS01,25_1105_BLACK_39,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
SUS01,27_1119_WHITE_39,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
SUS01,25_1105_BLACK_41,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
AHS01,25_1105_MAROON_41,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
AHS01,23_1091_BLUE-NAVY_39,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
AHS01,23_1091_BLUE-NAVY_40,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
SUS01,17_1049_BLACK_38,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
MUS01,25_1105_BLACK_39,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
HYS01,17_1049_BLACK_40,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
AHS01,20_1070_ANTIC-GOLD_39,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
HYS01,19_1063_MAROON_40,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
AHS01,27_1119_ANTIC-GOLD_38,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
BHS01,31_1147_WHITE_41,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
COS01,31_1147_MAROON_39,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
PUS01,28_1126_TAN_43,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
BHS01,16_1042_TAN_38,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
INS01,18_1056_BLACK_40,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
COS01,18_1056_BLACK_39,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
PUS01,28_1126_ROSE-GOLD_39,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
KOS01,16_1042_ANTIC-GOLD_39,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
AHS01,27_1119_ANTIC-GOLD_42,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
INS01,16_1042_ANTIC-GOLD_41,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
MAS01,29_1133_BROWN_40,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
BES01,31_1147_MAROON_41,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
PUS01,17_1049_BLACK_40,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
CHS01,25_1105_BROWN_41,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
CHS01,26_1112_WHITE_43,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
PUS01,18_1056_ANTIC-GOLD_43,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
MUS01,10_1000_ROSE-GOLD_41,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
BES01,19_1063_MAROON_40,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
KOS01,33_1161_BLUE-NAVY_39,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
BHS01,10_1000_BROWN_41,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
KOS01,27_1119_WHITE_40,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
COS01,12_1014_ROSE-GOLD_43,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
MUS01,14_1028_NAVY_40,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
CHS01,14_1028_ROSE-GOLD_41,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
PUS01,25_1105_BROWN_39,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
CHS01,11_1007_TAN_40,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
MUS01,30_1140_WHITE_41,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
MUS01,33_1161_BLUE-NAVY_39,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
BES01,12_1014_ROSE-GOLD_44,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
BES01,13_1021_WHITE_39,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
COS01,17_1049_BROWN_39,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
COS01,18_1056_BLACK_40,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
HYS01,21_1077_BLUE-NAVY_38,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
MAS01,28_1126_BLUE-NAVY_41,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
CHS01,28_1126_BLUE-NAVY_40,0.9821428571428571,7.98,0.95,1.582,7.83,21,13,13.17,21.38
CHS01,28_1126_BLUE-NAVY_42,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
PUS01,13_1021_BROWN_41,0.9642857142857143,7.98,0.95,1.582,7.69,21,13,13.309999999999999,21.78
BES01,23_1091_BLUE-NAVY_39,0.9565217391304348,7.98,0.95,1.582,7.63,21,13,13.370000000000001,21.95
BHS01,28_1126_ROSE-GOLD_41,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
INS01,18_1056_BLACK_38,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
INS01,16_1042_BLUE-NAVY_42,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
AHS01,28_1126_TAN_43,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
CHS01,10_1000_BROWN_40,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
COS01,17_1049_MAROON_40,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
KOS01,17_1049_BROWN_40,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
PUS01,23_1091_BROWN_40,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
KOS01,25_1105_BROWN_41,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
KOS01,17_1049_BROWN_39,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
PUS01,13_1021_BROWN_43,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
BES01,23_1091_BROWN_40,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
PUS01,12_1014_BROWN_43,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
BES01,28_1126_TAN_38,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
PUS01,16_1042_TAN_38,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
CHS01,26_1112_WHITE_42,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
CHS01,21_1077_BLUE-NAVY_41,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
CHS01,18_1056_BLACK_39,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
CHS01,16_1042_TAN_41,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
PUS01,18_1056_GREY_42,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
PUS01,13_1021_BROWN_40,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
PUS01,13_1021_BROWN_39,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
MUS01,10_1000_WHITE_38,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
PUS01,23_1091_BLUE-NAVY_40,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
KOS01,31_1147_WHITE_41,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
PUS01,22_1084_NAVY_38,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
BES01,13_1021_BROWN_42,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
MUS01,33_1161_BLUE-NAVY_40,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
MUS01,33_1161_BLUE-NAVY_42,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
BHS01,16_1042_BLUE-NAVY_40,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
COS01,33_1161_BLUE-NAVY_39,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
MUS01,28_1126_TAN_43,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
MUS01,16_1042_ANTIC-GOLD_41,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
KOS01,14_1028_ROSE-GOLD_40,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
MUS01,24_1098_WHITE_40,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
COS01,17_1049_BROWN_41,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
AHS01,14_1028_WHITE_39,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
HYS01,13_1021_WHITE_38,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
SUS01,25_1105_BROWN_39,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
SUS01,17_1049_BLACK_41,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
SUS01,16_1042_TAN_39,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
INS01,18_1056_GREY_42,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
INS01,14_1028_WHITE_40,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
HYS01,11_1007_BLACK_42,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
MUS01,25_1105_MAROON_41,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
MUS01,25_1105_BROWN_42,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
HYS01,10_1000_WHITE_40,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
MUS01,21_1077_MAROON_42,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
SUS01,27_1119_WHITE_38,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
AHS01,16_1042_TAN_38,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
HYS01,31_1147_MAROON_40,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
MUS01,21_1077_BLUE-NAVY_40,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
HYS01,31_1147_ANTIC-GOLD_38,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
AHS01,17_1049_BLACK_39,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
COS01,28_1126_TAN_41,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
SUS01,12_1014_ANTIC-GOLD_37,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
COS01,33_1161_BLUE-NAVY_40,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
SUS01,26_1112_WHITE_39,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
PUS01,24_1098_WHITE_41,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
MUS01,14_1028_NAVY_38,0.9464285714285714,7.98,0.95,1.582,7.55,20,13,12.45,21.13
CHS01,24_1098_MAROON_40,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
MAS01,33_1161_BLUE-NAVY_39,0.9107142857142857,7.98,0.95,1.582,7.26,20,12,12.74,21.96
COS01,17_1049_BROWN_38,0.9285714285714286,7.98,0.95,1.582,7.41,20,12,12.59,21.54
BES01,22_1084_NAVY_38,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
CHS01,27_1119_WHITE_42,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
HYS01,23_1091_BROWN_40,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
KOS01,17_1049_BLACK_41,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
BES01,13_1021_WHITE_41,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
AHS01,14_1028_NAVY_39,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
BES01,33_1161_BLUE-NAVY_42,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
CHS01,14_1028_NAVY_38,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
MAS01,12_1014_ANTIC-GOLD_39,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
PUS01,21_1077_BLUE-NAVY_41,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
PUS01,18_1056_ANTIC-GOLD_41,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
CHS01,25_1105_BROWN_39,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
AHS01,12_1014_ROSE-GOLD_37,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
AHS01,14_1028_ROSE-GOLD_38,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
BES01,31_1147_ANTIC-GOLD_40,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
SUS01,28_1126_ROSE-GOLD_41,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
COS01,12_1014_ANTIC-GOLD_43,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
BES01,17_1049_BLACK_39,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
PUS01,20_1070_ANTIC-GOLD_41,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
BES01,33_1161_ROSE-GOLD_39,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
CHS01,30_1140_WHITE_39,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
KOS01,28_1126_BLUE-NAVY_42,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
COS01,11_1007_BLACK_39,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
BES01,17_1049_BLACK_41,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
MUS01,17_1049_BLACK_42,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
MUS01,27_1119_WHITE_38,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
SUS01,14_1028_ROSE-GOLD_40,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
MUS01,18_1056_BLACK_42,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
SUS01,16_1042_ANTIC-GOLD_39,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
MUS01,28_1126_TAN_38,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
INS01,16_1042_ANTIC-GOLD_40,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
AHS01,27_1119_ANTIC-GOLD_43,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
INS01,18_1056_ANTIC-GOLD_38,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
KOS01,14_1028_WHITE_41,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
MUS01,29_1133_BROWN_38,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
COS01,29_1133_BROWN_39,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
SUS01,12_1014_ROSE-GOLD_38,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
MUS01,25_1105_BROWN_38,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
COS01,31_1147_MAROON_42,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
HYS01,14_1028_ROSE-GOLD_42,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
MUS01,25_1105_BLACK_40,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
MUS01,24_1098_MAROON_40,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
SUS01,17_1049_BROWN_42,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
INS01,10_1000_BROWN_41,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
HYS01,14_1028_WHITE_39,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
BHS01,25_1105_BROWN_41,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
PUS01,31_1147_ANTIC-GOLD_42,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
PUS01,31_1147_MAROON_42,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
MUS01,16_1042_ANTIC-GOLD_40,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
AHS01,31_1147_WHITE_38,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
PUS01,25_1105_BLACK_41,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
PUS01,25_1105_BROWN_43,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
KOS01,25_1105_MAROON_40,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
COS01,13_1021_BROWN_42,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
CHS01,13_1021_WHITE_40,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
BES01,12_1014_ROSE-GOLD_37,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
COS01,16_1042_ANTIC-GOLD_40,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
KOS01,23_1091_BROWN_42,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
BHS01,16_1042_BLUE-NAVY_38,0.8571428571428571,7.98,0.95,1.582,6.84,19,12,12.16,22.17
SUS01,28_1126_ROSE-GOLD_40,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
COS01,12_1014_BROWN_44,0.8928571428571429,7.98,0.95,1.582,7.12,19,12,11.879999999999999,21.28
BHS01,12_1014_ANTIC-GOLD_37,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
COS01,10_1000_WHITE_41,0.875,7.98,0.95,1.582,6.98,19,12,12.02,21.71
BHS01,31_1147_WHITE_38,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
PUS01,30_1140_WHITE_39,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
KOS01,13_1021_BROWN_41,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
SUS01,10_1000_WHITE_39,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
INS01,16_1042_BLUE-NAVY_41,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
INS01,17_1049_MAROON_41,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
HYS01,10_1000_BROWN_40,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
HYS01,10_1000_BROWN_41,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
HYS01,10_1000_WHITE_42,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
INS01,18_1056_GREY_40,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
INS01,14_1028_ROSE-GOLD_41,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
HYS01,11_1007_BLACK_39,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
AHS01,20_1070_ANTIC-GOLD_41,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
HYS01,16_1042_TAN_40,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
SUS01,16_1042_TAN_40,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
AHS01,10_1000_WHITE_40,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
AHS01,17_1049_BLACK_37,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
AHS01,16_1042_TAN_39,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
BHS01,23_1091_BROWN_39,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
MUS01,23_1091_BLUE-NAVY_42,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
INS01,12_1014_ROSE-GOLD_43,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
HYS01,13_1021_WHITE_41,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
HYS01,14_1028_ROSE-GOLD_38,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
SUS01,16_1042_TAN_41,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
AHS01,25_1105_BROWN_39,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
BHS01,28_1126_ROSE-GOLD_40,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
BHS01,18_1056_BLACK_39,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
BHS01,18_1056_GREY_43,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
KOS01,13_1021_BROWN_39,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
MUS01,13_1021_BROWN_38,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
PUS01,23_1091_BROWN_41,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
BES01,17_1049_BLACK_38,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
COS01,12_1014_BROWN_43,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
PUS01,11_1007_TAN_41,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
BHS01,12_1014_ROSE-GOLD_37,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
BES01,16_1042_TAN_40,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
COS01,13_1021_BROWN_40,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
COS01,12_1014_ROSE-GOLD_38,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
PUS01,25_1105_BROWN_41,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
BES01,14_1028_ROSE-GOLD_38,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
PUS01,11_1007_BLACK_39,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
KOS01,18_1056_GREY_38,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
KOS01,24_1098_MAROON_40,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
COS01,13_1021_WHITE_40,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
BHS01,16_1042_BLUE-NAVY_42,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
BES01,11_1007_BLACK_40,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
MUS01,14_1028_WHITE_39,0.8035714285714286,7.98,0.95,1.582,6.41,18,11,11.59,22.4
KOS01,17_1049_BLACK_40,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
BHS01,14_1028_ROSE-GOLD_40,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
PUS01,25_1105_BLACK_42,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
BES01,23_1091_BROWN_42,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
BES01,23_1091_BLACK_39,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
CHS01,18_1056_GREY_40,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
CHS01,25_1105_MAROON_41,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
CHS01,25_1105_BROWN_42,0.8392857142857143,7.98,0.95,1.582,6.69,18,11,11.309999999999999,21.45
CHS01,23_1091_BLACK_40,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
AHS01,10_1000_ROSE-GOLD_41,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
SUS01,28_1126_ROSE-GOLD_39,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
AHS01,14_1028_NAVY_41,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
SUS01,31_1147_WHITE_40,0.8214285714285714,7.98,0.95,1.582,6.55,18,11,11.45,21.91
MUS01,22_1084_NAVY_42,0.7857142857142857,7.98,0.95,1.582,6.27,17,11,10.73,21.64
SUS01,25_1105_MAROON_39,0.7678571428571429,7.98,0.95,1.582,6.12,17,11,10.879999999999999,22.14
HYS01,21_1077_MAROON_38,0.7678571428571429,7.98,0.95,1.582,6.12,17,11,10.879999999999999,22.14
CHS01,23_1091_BLACK_41,0.7678571428571429,7.98,0.95,1.582,6.12,17,11,10.879999999999999,22.14
BES01,28_1126_TAN_42,0.7857142857142857,7.98,0.95,1.582,6.27,17,11,10.73,21.64
BES01,29_1133_BROWN_38,0.7678571428571429,7.98,0.95,1.582,6.12,17,11,10.879999999999999,22.14
PUS01,16_1042_TAN_39,0.7857142857142857,7.98,0.95,1.582,6.27,17,11,10.73,21.64
